band,task,vocab_item,category,example_sentence
4,2,especially suggest,cohesion/argument,"In essays about public transport, students often write ""especially suggest"" to link their reasons."
4,2,firmly,cohesion/argument,"In academic writing, ""firmly"" helps to make arguments about public transport more coherent."
4,2,firmly acknowledge,cohesion/argument,"For example: ""firmly acknowledge, governments should invest more in public transport."""
4,2,firmly argue,cohesion/argument,"A strong opening sentence might be: ""firmly argue, governments should invest more in public transport."""
4,2,firmly claim,cohesion/argument,"In a formal essay, you could write: ""firmly claim, governments should invest more in public transport."""
4,2,firmly contend,cohesion/argument,"One way to begin a body paragraph is: ""firmly contend, governments should invest more in public transport."""
4,2,firmly demonstrate,cohesion/argument,"When introducing an opinion, candidates often write: ""firmly demonstrate, governments should invest more in public transport."""
4,2,firmly emphasise,cohesion/argument,"In IELTS Writing Task 2, students sometimes use the phrase ""firmly emphasise"" to present their view."
4,2,firmly highlight,cohesion/argument,"""firmly highlight"" is a useful expression when arguing that governments should invest in public transport."
4,2,firmly illustrate,cohesion/argument,"Writers can use ""firmly illustrate"" to connect ideas about funding public transport."
4,2,firmly maintain,cohesion/argument,"In essays about public transport, students often write ""firmly maintain"" to link their reasons."
4,2,firmly suggest,cohesion/argument,"In academic writing, ""firmly suggest"" helps to make arguments about public transport more coherent."
5,2,argue,cohesion/argument,"For example: ""argue, governments should invest more in public transport."""
5,2,assert,cohesion/argument,"A strong opening sentence might be: ""assert, governments should invest more in public transport."""
5,2,commonly,cohesion/argument,"In a formal essay, you could write: ""commonly, governments should invest more in public transport."""
5,2,commonly argue,cohesion/argument,"One way to begin a body paragraph is: ""commonly argue, governments should invest more in public transport."""
5,2,commonly assert,cohesion/argument,"When introducing an opinion, candidates often write: ""commonly assert, governments should invest more in public transport."""
5,2,commonly contend,cohesion/argument,"In IELTS Writing Task 2, students sometimes use the phrase ""commonly contend"" to present their view."
5,2,commonly demonstrate,cohesion/argument,"""commonly demonstrate"" is a useful expression when arguing that governments should invest in public transport."
5,2,commonly illustrate,cohesion/argument,"Writers can use ""commonly illustrate"" to connect ideas about funding public transport."
5,2,commonly imply,cohesion/argument,"In essays about public transport, students often write ""commonly imply"" to link their reasons."
5,2,commonly indicate,cohesion/argument,"In academic writing, ""commonly indicate"" helps to make arguments about public transport more coherent."
5,2,commonly maintain,cohesion/argument,"For example: ""commonly maintain, governments should invest more in public transport."""
5,2,commonly propose,cohesion/argument,"A strong opening sentence might be: ""commonly propose, governments should invest more in public transport."""
5,2,commonly suggest,cohesion/argument,"In a formal essay, you could write: ""commonly suggest, governments should invest more in public transport."""
5,2,contend,cohesion/argument,"One way to begin a body paragraph is: ""contend, governments should invest more in public transport."""
5,2,convincingly,cohesion/argument,"When introducing an opinion, candidates often write: ""convincingly, governments should invest more in public transport."""
5,2,convincingly argue,cohesion/argument,"In IELTS Writing Task 2, students sometimes use the phrase ""convincingly argue"" to present their view."
5,2,convincingly assert,cohesion/argument,"""convincingly assert"" is a useful expression when arguing that governments should invest in public transport."
5,2,convincingly contend,cohesion/argument,"Writers can use ""convincingly contend"" to connect ideas about funding public transport."
5,2,convincingly demonstrate,cohesion/argument,"In essays about public transport, students often write ""convincingly demonstrate"" to link their reasons."
5,2,convincingly illustrate,cohesion/argument,"In academic writing, ""convincingly illustrate"" helps to make arguments about public transport more coherent."
5,2,convincingly imply,cohesion/argument,"For example: ""convincingly imply, governments should invest more in public transport."""
5,2,convincingly indicate,cohesion/argument,"A strong opening sentence might be: ""convincingly indicate, governments should invest more in public transport."""
5,2,convincingly maintain,cohesion/argument,"In a formal essay, you could write: ""convincingly maintain, governments should invest more in public transport."""
5,2,convincingly propose,cohesion/argument,"One way to begin a body paragraph is: ""convincingly propose, governments should invest more in public transport."""
5,2,convincingly suggest,cohesion/argument,"When introducing an opinion, candidates often write: ""convincingly suggest, governments should invest more in public transport."""
5,2,demonstrate,cohesion/argument,"In IELTS Writing Task 2, students sometimes use the phrase ""demonstrate"" to present their view."
5,2,firmly,cohesion/argument,"""firmly"" is a useful expression when arguing that governments should invest in public transport."
5,2,firmly argue,cohesion/argument,"Writers can use ""firmly argue"" to connect ideas about funding public transport."
5,2,firmly assert,cohesion/argument,"In essays about public transport, students often write ""firmly assert"" to link their reasons."
5,2,firmly contend,cohesion/argument,"In academic writing, ""firmly contend"" helps to make arguments about public transport more coherent."
5,2,firmly demonstrate,cohesion/argument,"For example: ""firmly demonstrate, governments should invest more in public transport."""
5,2,firmly illustrate,cohesion/argument,"A strong opening sentence might be: ""firmly illustrate, governments should invest more in public transport."""
5,2,firmly imply,cohesion/argument,"In a formal essay, you could write: ""firmly imply, governments should invest more in public transport."""
5,2,firmly indicate,cohesion/argument,"One way to begin a body paragraph is: ""firmly indicate, governments should invest more in public transport."""
5,2,firmly maintain,cohesion/argument,"When introducing an opinion, candidates often write: ""firmly maintain, governments should invest more in public transport."""
5,2,firmly propose,cohesion/argument,"In IELTS Writing Task 2, students sometimes use the phrase ""firmly propose"" to present their view."
5,2,firmly suggest,cohesion/argument,"""firmly suggest"" is a useful expression when arguing that governments should invest in public transport."
5,2,generally,cohesion/argument,"Writers can use ""generally"" to connect ideas about funding public transport."
5,2,generally argue,cohesion/argument,"In essays about public transport, students often write ""generally argue"" to link their reasons."
5,2,generally assert,cohesion/argument,"In academic writing, ""generally assert"" helps to make arguments about public transport more coherent."
5,2,generally contend,cohesion/argument,"For example: ""generally contend, governments should invest more in public transport."""
5,2,generally demonstrate,cohesion/argument,"A strong opening sentence might be: ""generally demonstrate, governments should invest more in public transport."""
5,2,generally illustrate,cohesion/argument,"In a formal essay, you could write: ""generally illustrate, governments should invest more in public transport."""
5,2,generally imply,cohesion/argument,"One way to begin a body paragraph is: ""generally imply, governments should invest more in public transport."""
5,2,generally indicate,cohesion/argument,"When introducing an opinion, candidates often write: ""generally indicate, governments should invest more in public transport."""
5,2,generally maintain,cohesion/argument,"In IELTS Writing Task 2, students sometimes use the phrase ""generally maintain"" to present their view."
5,2,generally propose,cohesion/argument,"""generally propose"" is a useful expression when arguing that governments should invest in public transport."
5,2,generally suggest,cohesion/argument,"Writers can use ""generally suggest"" to connect ideas about funding public transport."
5,2,illustrate,cohesion/argument,"In essays about public transport, students often write ""illustrate"" to link their reasons."
5,2,imply,cohesion/argument,"In academic writing, ""imply"" helps to make arguments about public transport more coherent."
6,2,A common view is that,cohesion/argument,"For example: ""A common view is that, governments should invest more in public transport."""
6,2,"A common view is that, one key reason is that",cohesion/argument,"A strong opening sentence might be: ""A common view is that, one key reason is that, governments should invest more in public transport."""
6,2,"A common view is that, this can be attributed to",cohesion/argument,"In a formal essay, you could write: ""A common view is that, this can be attributed to, governments should invest more in public transport."""
6,2,"A common view is that, this can be explained by",cohesion/argument,"One way to begin a body paragraph is: ""A common view is that, this can be explained by, governments should invest more in public transport."""
6,2,"A common view is that, this frequently leads to",cohesion/argument,"When introducing an opinion, candidates often write: ""A common view is that, this frequently leads to, governments should invest more in public transport."""
6,2,"A common view is that, this highlights the fact that",cohesion/argument,"In IELTS Writing Task 2, students sometimes use the phrase ""A common view is that, this highlights the fact that"" to present their view."
6,2,"A common view is that, this is largely due to",cohesion/argument,"""A common view is that, this is largely due to"" is a useful expression when arguing that governments should invest in public transport."
6,2,"A common view is that, this is mainly because",cohesion/argument,"Writers can use ""A common view is that, this is mainly because"" to connect ideas about funding public transport."
6,2,"A common view is that, this may contribute to",cohesion/argument,"In essays about public transport, students often write ""A common view is that, this may contribute to"" to link their reasons."
6,2,"A common view is that, this often results in",cohesion/argument,"In academic writing, ""A common view is that, this often results in"" helps to make arguments about public transport more coherent."
6,2,"A common view is that, this raises the issue of",cohesion/argument,"For example: ""A common view is that, this raises the issue of, governments should invest more in public transport."""
6,2,It is frequently argued that,cohesion/argument,"A strong opening sentence might be: ""It is frequently argued that, governments should invest more in public transport."""
6,2,"It is frequently argued that, one key reason is that",cohesion/argument,"In a formal essay, you could write: ""It is frequently argued that, one key reason is that, governments should invest more in public transport."""
6,2,"It is frequently argued that, this can be attributed to",cohesion/argument,"One way to begin a body paragraph is: ""It is frequently argued that, this can be attributed to, governments should invest more in public transport."""
6,2,"It is frequently argued that, this can be explained by",cohesion/argument,"When introducing an opinion, candidates often write: ""It is frequently argued that, this can be explained by, governments should invest more in public transport."""
6,2,"It is frequently argued that, this frequently leads to",cohesion/argument,"In IELTS Writing Task 2, students sometimes use the phrase ""It is frequently argued that, this frequently leads to"" to present their view."
6,2,"It is frequently argued that, this highlights the fact that",cohesion/argument,"""It is frequently argued that, this highlights the fact that"" is a useful expression when arguing that governments should invest in public transport."
6,2,"It is frequently argued that, this is largely due to",cohesion/argument,"Writers can use ""It is frequently argued that, this is largely due to"" to connect ideas about funding public transport."
6,2,"It is frequently argued that, this is mainly because",cohesion/argument,"In essays about public transport, students often write ""It is frequently argued that, this is mainly because"" to link their reasons."
6,2,"It is frequently argued that, this may contribute to",cohesion/argument,"In academic writing, ""It is frequently argued that, this may contribute to"" helps to make arguments about public transport more coherent."
6,2,"It is frequently argued that, this often results in",cohesion/argument,"For example: ""It is frequently argued that, this often results in, governments should invest more in public transport."""
6,2,"It is frequently argued that, this raises the issue of",cohesion/argument,"A strong opening sentence might be: ""It is frequently argued that, this raises the issue of, governments should invest more in public transport."""
6,2,It is generally accepted that,cohesion/argument,"In a formal essay, you could write: ""It is generally accepted that, governments should invest more in public transport."""
6,2,"It is generally accepted that, one key reason is that",cohesion/argument,"One way to begin a body paragraph is: ""It is generally accepted that, one key reason is that, governments should invest more in public transport."""
6,2,"It is generally accepted that, this can be attributed to",cohesion/argument,"When introducing an opinion, candidates often write: ""It is generally accepted that, this can be attributed to, governments should invest more in public transport."""
6,2,"It is generally accepted that, this can be explained by",cohesion/argument,"In IELTS Writing Task 2, students sometimes use the phrase ""It is generally accepted that, this can be explained by"" to present their view."
6,2,"It is generally accepted that, this frequently leads to",cohesion/argument,"""It is generally accepted that, this frequently leads to"" is a useful expression when arguing that governments should invest in public transport."
6,2,"It is generally accepted that, this highlights the fact that",cohesion/argument,"Writers can use ""It is generally accepted that, this highlights the fact that"" to connect ideas about funding public transport."
6,2,"It is generally accepted that, this is largely due to",cohesion/argument,"In essays about public transport, students often write ""It is generally accepted that, this is largely due to"" to link their reasons."
6,2,"It is generally accepted that, this is mainly because",cohesion/argument,"In academic writing, ""It is generally accepted that, this is mainly because"" helps to make arguments about public transport more coherent."
6,2,"It is generally accepted that, this may contribute to",cohesion/argument,"For example: ""It is generally accepted that, this may contribute to, governments should invest more in public transport."""
6,2,"It is generally accepted that, this often results in",cohesion/argument,"A strong opening sentence might be: ""It is generally accepted that, this often results in, governments should invest more in public transport."""
6,2,"It is generally accepted that, this raises the issue of",cohesion/argument,"In a formal essay, you could write: ""It is generally accepted that, this raises the issue of, governments should invest more in public transport."""
6,2,It is increasingly recognised that,cohesion/argument,"One way to begin a body paragraph is: ""It is increasingly recognised that, governments should invest more in public transport."""
6,2,"It is increasingly recognised that, one key reason is that",cohesion/argument,"When introducing an opinion, candidates often write: ""It is increasingly recognised that, one key reason is that, governments should invest more in public transport."""
6,2,"It is increasingly recognised that, this can be attributed to",cohesion/argument,"In IELTS Writing Task 2, students sometimes use the phrase ""It is increasingly recognised that, this can be attributed to"" to present their view."
6,2,"It is increasingly recognised that, this can be explained by",cohesion/argument,"""It is increasingly recognised that, this can be explained by"" is a useful expression when arguing that governments should invest in public transport."
6,2,"It is increasingly recognised that, this frequently leads to",cohesion/argument,"Writers can use ""It is increasingly recognised that, this frequently leads to"" to connect ideas about funding public transport."
6,2,"It is increasingly recognised that, this highlights the fact that",cohesion/argument,"In essays about public transport, students often write ""It is increasingly recognised that, this highlights the fact that"" to link their reasons."
6,2,"It is increasingly recognised that, this is largely due to",cohesion/argument,"In academic writing, ""It is increasingly recognised that, this is largely due to"" helps to make arguments about public transport more coherent."
6,2,"It is increasingly recognised that, this is mainly because",cohesion/argument,"For example: ""It is increasingly recognised that, this is mainly because, governments should invest more in public transport."""
6,2,"It is increasingly recognised that, this may contribute to",cohesion/argument,"A strong opening sentence might be: ""It is increasingly recognised that, this may contribute to, governments should invest more in public transport."""
6,2,"It is increasingly recognised that, this often results in",cohesion/argument,"In a formal essay, you could write: ""It is increasingly recognised that, this often results in, governments should invest more in public transport."""
6,2,"It is increasingly recognised that, this raises the issue of",cohesion/argument,"One way to begin a body paragraph is: ""It is increasingly recognised that, this raises the issue of, governments should invest more in public transport."""
6,2,It is often claimed that,cohesion/argument,"When introducing an opinion, candidates often write: ""It is often claimed that, governments should invest more in public transport."""
6,2,"It is often claimed that, one key reason is that",cohesion/argument,"In IELTS Writing Task 2, students sometimes use the phrase ""It is often claimed that, one key reason is that"" to present their view."
6,2,"It is often claimed that, this can be attributed to",cohesion/argument,"""It is often claimed that, this can be attributed to"" is a useful expression when arguing that governments should invest in public transport."
6,2,"It is often claimed that, this can be explained by",cohesion/argument,"Writers can use ""It is often claimed that, this can be explained by"" to connect ideas about funding public transport."
6,2,"It is often claimed that, this frequently leads to",cohesion/argument,"In essays about public transport, students often write ""It is often claimed that, this frequently leads to"" to link their reasons."
6,2,"It is often claimed that, this highlights the fact that",cohesion/argument,"In academic writing, ""It is often claimed that, this highlights the fact that"" helps to make arguments about public transport more coherent."
7,2,Conversely,cohesion/argument,"For example: ""Conversely, governments should invest more in public transport."""
7,2,"Conversely, it could be argued that",cohesion/argument,"A strong opening sentence might be: ""Conversely, it could be argued that, governments should invest more in public transport."""
7,2,"Conversely, it is also important to remember that",cohesion/argument,"In a formal essay, you could write: ""Conversely, it is also important to remember that, governments should invest more in public transport."""
7,2,"Conversely, it is crucial to note that",cohesion/argument,"One way to begin a body paragraph is: ""Conversely, it is crucial to note that, governments should invest more in public transport."""
7,2,"Conversely, it is essential to recognise that",cohesion/argument,"When introducing an opinion, candidates often write: ""Conversely, it is essential to recognise that, governments should invest more in public transport."""
7,2,"Conversely, it is important to acknowledge that",cohesion/argument,"In IELTS Writing Task 2, students sometimes use the phrase ""Conversely, it is important to acknowledge that"" to present their view."
7,2,"Conversely, it is reasonable to assume that",cohesion/argument,"""Conversely, it is reasonable to assume that"" is a useful expression when arguing that governments should invest in public transport."
7,2,"Conversely, it is worth considering that",cohesion/argument,"Writers can use ""Conversely, it is worth considering that"" to connect ideas about funding public transport."
7,2,"Conversely, this demonstrates that",cohesion/argument,"In essays about public transport, students often write ""Conversely, this demonstrates that"" to link their reasons."
7,2,"Conversely, this illustrates that",cohesion/argument,"In academic writing, ""Conversely, this illustrates that"" helps to make arguments about public transport more coherent."
7,2,"Conversely, this suggests that",cohesion/argument,"For example: ""Conversely, this suggests that, governments should invest more in public transport."""
7,2,From a broader perspective,cohesion/argument,"A strong opening sentence might be: ""From a broader perspective, governments should invest more in public transport."""
7,2,"From a broader perspective, it could be argued that",cohesion/argument,"In a formal essay, you could write: ""From a broader perspective, it could be argued that, governments should invest more in public transport."""
7,2,"From a broader perspective, it is also important to remember that",cohesion/argument,"One way to begin a body paragraph is: ""From a broader perspective, it is also important to remember that, governments should invest more in public transport."""
7,2,"From a broader perspective, it is crucial to note that",cohesion/argument,"When introducing an opinion, candidates often write: ""From a broader perspective, it is crucial to note that, governments should invest more in public transport."""
7,2,"From a broader perspective, it is essential to recognise that",cohesion/argument,"In IELTS Writing Task 2, students sometimes use the phrase ""From a broader perspective, it is essential to recognise that"" to present their view."
7,2,"From a broader perspective, it is important to acknowledge that",cohesion/argument,"""From a broader perspective, it is important to acknowledge that"" is a useful expression when arguing that governments should invest in public transport."
7,2,"From a broader perspective, it is reasonable to assume that",cohesion/argument,"Writers can use ""From a broader perspective, it is reasonable to assume that"" to connect ideas about funding public transport."
7,2,"From a broader perspective, it is worth considering that",cohesion/argument,"In essays about public transport, students often write ""From a broader perspective, it is worth considering that"" to link their reasons."
7,2,"From a broader perspective, this demonstrates that",cohesion/argument,"In academic writing, ""From a broader perspective, this demonstrates that"" helps to make arguments about public transport more coherent."
7,2,"From a broader perspective, this illustrates that",cohesion/argument,"For example: ""From a broader perspective, this illustrates that, governments should invest more in public transport."""
7,2,"From a broader perspective, this suggests that",cohesion/argument,"A strong opening sentence might be: ""From a broader perspective, this suggests that, governments should invest more in public transport."""
7,2,From a societal perspective,cohesion/argument,"In a formal essay, you could write: ""From a societal perspective, governments should invest more in public transport."""
7,2,"From a societal perspective, it could be argued that",cohesion/argument,"One way to begin a body paragraph is: ""From a societal perspective, it could be argued that, governments should invest more in public transport."""
7,2,"From a societal perspective, it is also important to remember that",cohesion/argument,"When introducing an opinion, candidates often write: ""From a societal perspective, it is also important to remember that, governments should invest more in public transport."""
7,2,"From a societal perspective, it is crucial to note that",cohesion/argument,"In IELTS Writing Task 2, students sometimes use the phrase ""From a societal perspective, it is crucial to note that"" to present their view."
7,2,"From a societal perspective, it is essential to recognise that",cohesion/argument,"""From a societal perspective, it is essential to recognise that"" is a useful expression when arguing that governments should invest in public transport."
7,2,"From a societal perspective, it is important to acknowledge that",cohesion/argument,"Writers can use ""From a societal perspective, it is important to acknowledge that"" to connect ideas about funding public transport."
7,2,"From a societal perspective, it is reasonable to assume that",cohesion/argument,"In essays about public transport, students often write ""From a societal perspective, it is reasonable to assume that"" to link their reasons."
7,2,"From a societal perspective, it is worth considering that",cohesion/argument,"In academic writing, ""From a societal perspective, it is worth considering that"" helps to make arguments about public transport more coherent."
7,2,"From a societal perspective, this demonstrates that",cohesion/argument,"For example: ""From a societal perspective, this demonstrates that, governments should invest more in public transport."""
7,2,"From a societal perspective, this illustrates that",cohesion/argument,"A strong opening sentence might be: ""From a societal perspective, this illustrates that, governments should invest more in public transport."""
7,2,"From a societal perspective, this suggests that",cohesion/argument,"In a formal essay, you could write: ""From a societal perspective, this suggests that, governments should invest more in public transport."""
7,2,In contrast,cohesion/argument,"One way to begin a body paragraph is: ""In contrast, governments should invest more in public transport."""
7,2,"In contrast, it could be argued that",cohesion/argument,"When introducing an opinion, candidates often write: ""In contrast, it could be argued that, governments should invest more in public transport."""
7,2,"In contrast, it is also important to remember that",cohesion/argument,"In IELTS Writing Task 2, students sometimes use the phrase ""In contrast, it is also important to remember that"" to present their view."
7,2,"In contrast, it is crucial to note that",cohesion/argument,"""In contrast, it is crucial to note that"" is a useful expression when arguing that governments should invest in public transport."
7,2,"In contrast, it is essential to recognise that",cohesion/argument,"Writers can use ""In contrast, it is essential to recognise that"" to connect ideas about funding public transport."
7,2,"In contrast, it is important to acknowledge that",cohesion/argument,"In essays about public transport, students often write ""In contrast, it is important to acknowledge that"" to link their reasons."
7,2,"In contrast, it is reasonable to assume that",cohesion/argument,"In academic writing, ""In contrast, it is reasonable to assume that"" helps to make arguments about public transport more coherent."
7,2,"In contrast, it is worth considering that",cohesion/argument,"For example: ""In contrast, it is worth considering that, governments should invest more in public transport."""
7,2,"In contrast, this demonstrates that",cohesion/argument,"A strong opening sentence might be: ""In contrast, this demonstrates that, governments should invest more in public transport."""
7,2,"In contrast, this illustrates that",cohesion/argument,"In a formal essay, you could write: ""In contrast, this illustrates that, governments should invest more in public transport."""
7,2,"In contrast, this suggests that",cohesion/argument,"One way to begin a body paragraph is: ""In contrast, this suggests that, governments should invest more in public transport."""
7,2,In light of this,cohesion/argument,"When introducing an opinion, candidates often write: ""In light of this, governments should invest more in public transport."""
7,2,"In light of this, it could be argued that",cohesion/argument,"In IELTS Writing Task 2, students sometimes use the phrase ""In light of this, it could be argued that"" to present their view."
7,2,"In light of this, it is also important to remember that",cohesion/argument,"""In light of this, it is also important to remember that"" is a useful expression when arguing that governments should invest in public transport."
7,2,"In light of this, it is crucial to note that",cohesion/argument,"Writers can use ""In light of this, it is crucial to note that"" to connect ideas about funding public transport."
7,2,"In light of this, it is essential to recognise that",cohesion/argument,"In essays about public transport, students often write ""In light of this, it is essential to recognise that"" to link their reasons."
7,2,"In light of this, it is important to acknowledge that",cohesion/argument,"In academic writing, ""In light of this, it is important to acknowledge that"" helps to make arguments about public transport more coherent."
8,2,beneficial,cohesion/argument,"For example: ""beneficial, governments should invest more in public transport."""
8,2,beneficial challenge,cohesion/argument,"A strong opening sentence might be: ""beneficial challenge, governments should invest more in public transport."""
8,2,beneficial consequence,cohesion/argument,"In a formal essay, you could write: ""beneficial consequence, governments should invest more in public transport."""
8,2,beneficial impact,cohesion/argument,"One way to begin a body paragraph is: ""beneficial impact, governments should invest more in public transport."""
8,2,beneficial implication,cohesion/argument,"When introducing an opinion, candidates often write: ""beneficial implication, governments should invest more in public transport."""
8,2,beneficial issue,cohesion/argument,"In IELTS Writing Task 2, students sometimes use the phrase ""beneficial issue"" to present their view."
8,2,beneficial measure,cohesion/argument,"""beneficial measure"" is a useful expression when arguing that governments should invest in public transport."
8,2,beneficial phenomenon,cohesion/argument,"Writers can use ""beneficial phenomenon"" to connect ideas about funding public transport."
8,2,beneficial policy,cohesion/argument,"In essays about public transport, students often write ""beneficial policy"" to link their reasons."
8,2,beneficial strategy,cohesion/argument,"In academic writing, ""beneficial strategy"" helps to make arguments about public transport more coherent."
8,2,beneficial trend,cohesion/argument,"For example: ""beneficial trend, governments should invest more in public transport."""
8,2,challenge,cohesion/argument,"A strong opening sentence might be: ""challenge, governments should invest more in public transport."""
8,2,consequence,cohesion/argument,"In a formal essay, you could write: ""consequence, governments should invest more in public transport."""
8,2,controversial,cohesion/argument,"One way to begin a body paragraph is: ""controversial, governments should invest more in public transport."""
8,2,controversial challenge,cohesion/argument,"When introducing an opinion, candidates often write: ""controversial challenge, governments should invest more in public transport."""
8,2,controversial consequence,cohesion/argument,"In IELTS Writing Task 2, students sometimes use the phrase ""controversial consequence"" to present their view."
8,2,controversial impact,cohesion/argument,"""controversial impact"" is a useful expression when arguing that governments should invest in public transport."
8,2,controversial implication,cohesion/argument,"Writers can use ""controversial implication"" to connect ideas about funding public transport."
8,2,controversial issue,cohesion/argument,"In essays about public transport, students often write ""controversial issue"" to link their reasons."
8,2,controversial measure,cohesion/argument,"In academic writing, ""controversial measure"" helps to make arguments about public transport more coherent."
8,2,controversial phenomenon,cohesion/argument,"For example: ""controversial phenomenon, governments should invest more in public transport."""
8,2,controversial policy,cohesion/argument,"A strong opening sentence might be: ""controversial policy, governments should invest more in public transport."""
8,2,controversial strategy,cohesion/argument,"In a formal essay, you could write: ""controversial strategy, governments should invest more in public transport."""
8,2,controversial trend,cohesion/argument,"One way to begin a body paragraph is: ""controversial trend, governments should invest more in public transport."""
8,2,detrimental,cohesion/argument,"When introducing an opinion, candidates often write: ""detrimental, governments should invest more in public transport."""
8,2,detrimental challenge,cohesion/argument,"In IELTS Writing Task 2, students sometimes use the phrase ""detrimental challenge"" to present their view."
8,2,detrimental consequence,cohesion/argument,"""detrimental consequence"" is a useful expression when arguing that governments should invest in public transport."
8,2,detrimental impact,cohesion/argument,"Writers can use ""detrimental impact"" to connect ideas about funding public transport."
8,2,detrimental implication,cohesion/argument,"In essays about public transport, students often write ""detrimental implication"" to link their reasons."
8,2,detrimental issue,cohesion/argument,"In academic writing, ""detrimental issue"" helps to make arguments about public transport more coherent."
8,2,detrimental measure,cohesion/argument,"For example: ""detrimental measure, governments should invest more in public transport."""
8,2,detrimental phenomenon,cohesion/argument,"A strong opening sentence might be: ""detrimental phenomenon, governments should invest more in public transport."""
8,2,detrimental policy,cohesion/argument,"In a formal essay, you could write: ""detrimental policy, governments should invest more in public transport."""
8,2,detrimental strategy,cohesion/argument,"One way to begin a body paragraph is: ""detrimental strategy, governments should invest more in public transport."""
8,2,detrimental trend,cohesion/argument,"When introducing an opinion, candidates often write: ""detrimental trend, governments should invest more in public transport."""
8,2,impact,cohesion/argument,"In IELTS Writing Task 2, students sometimes use the phrase ""impact"" to present their view."
8,2,implication,cohesion/argument,"""implication"" is a useful expression when arguing that governments should invest in public transport."
8,2,inevitable,cohesion/argument,"Writers can use ""inevitable"" to connect ideas about funding public transport."
8,2,inevitable challenge,cohesion/argument,"In essays about public transport, students often write ""inevitable challenge"" to link their reasons."
8,2,inevitable consequence,cohesion/argument,"In academic writing, ""inevitable consequence"" helps to make arguments about public transport more coherent."
8,2,inevitable impact,cohesion/argument,"For example: ""inevitable impact, governments should invest more in public transport."""
8,2,inevitable implication,cohesion/argument,"A strong opening sentence might be: ""inevitable implication, governments should invest more in public transport."""
8,2,inevitable issue,cohesion/argument,"In a formal essay, you could write: ""inevitable issue, governments should invest more in public transport."""
8,2,inevitable measure,cohesion/argument,"One way to begin a body paragraph is: ""inevitable measure, governments should invest more in public transport."""
8,2,inevitable phenomenon,cohesion/argument,"When introducing an opinion, candidates often write: ""inevitable phenomenon, governments should invest more in public transport."""
8,2,inevitable policy,cohesion/argument,"In IELTS Writing Task 2, students sometimes use the phrase ""inevitable policy"" to present their view."
8,2,inevitable strategy,cohesion/argument,"""inevitable strategy"" is a useful expression when arguing that governments should invest in public transport."
8,2,inevitable trend,cohesion/argument,"Writers can use ""inevitable trend"" to connect ideas about funding public transport."
8,2,issue,cohesion/argument,"In essays about public transport, students often write ""issue"" to link their reasons."
8,2,measure,cohesion/argument,"In academic writing, ""measure"" helps to make arguments about public transport more coherent."
9,2,All things considered,cohesion/argument,"For example: ""All things considered, governments should invest more in public transport."""
9,2,"All things considered, this calls into question the assumption that",cohesion/argument,"A strong opening sentence might be: ""All things considered, this calls into question the assumption that, governments should invest more in public transport."""
9,2,"All things considered, this challenges the conventional wisdom that",cohesion/argument,"In a formal essay, you could write: ""All things considered, this challenges the conventional wisdom that, governments should invest more in public transport."""
9,2,"All things considered, this has far-reaching implications for",cohesion/argument,"One way to begin a body paragraph is: ""All things considered, this has far-reaching implications for, governments should invest more in public transport."""
9,2,"All things considered, this highlights a fundamental tension between",cohesion/argument,"When introducing an opinion, candidates often write: ""All things considered, this highlights a fundamental tension between, governments should invest more in public transport."""
9,2,"All things considered, this illustrates the complexity of",cohesion/argument,"In IELTS Writing Task 2, students sometimes use the phrase ""All things considered, this illustrates the complexity of"" to present their view."
9,2,"All things considered, this lends support to the view that",cohesion/argument,"""All things considered, this lends support to the view that"" is a useful expression when arguing that governments should invest in public transport."
9,2,"All things considered, this lends weight to the argument that",cohesion/argument,"Writers can use ""All things considered, this lends weight to the argument that"" to connect ideas about funding public transport."
9,2,"All things considered, this provides compelling evidence that",cohesion/argument,"In essays about public transport, students often write ""All things considered, this provides compelling evidence that"" to link their reasons."
9,2,"All things considered, this raises broader questions about",cohesion/argument,"In academic writing, ""All things considered, this raises broader questions about"" helps to make arguments about public transport more coherent."
9,2,"All things considered, this undermines the claim that",cohesion/argument,"For example: ""All things considered, this undermines the claim that, governments should invest more in public transport."""
9,2,From a long-term perspective,cohesion/argument,"A strong opening sentence might be: ""From a long-term perspective, governments should invest more in public transport."""
9,2,"From a long-term perspective, this calls into question the assumption that",cohesion/argument,"In a formal essay, you could write: ""From a long-term perspective, this calls into question the assumption that, governments should invest more in public transport."""
9,2,"From a long-term perspective, this challenges the conventional wisdom that",cohesion/argument,"One way to begin a body paragraph is: ""From a long-term perspective, this challenges the conventional wisdom that, governments should invest more in public transport."""
9,2,"From a long-term perspective, this has far-reaching implications for",cohesion/argument,"When introducing an opinion, candidates often write: ""From a long-term perspective, this has far-reaching implications for, governments should invest more in public transport."""
9,2,"From a long-term perspective, this highlights a fundamental tension between",cohesion/argument,"In IELTS Writing Task 2, students sometimes use the phrase ""From a long-term perspective, this highlights a fundamental tension between"" to present their view."
9,2,"From a long-term perspective, this illustrates the complexity of",cohesion/argument,"""From a long-term perspective, this illustrates the complexity of"" is a useful expression when arguing that governments should invest in public transport."
9,2,"From a long-term perspective, this lends support to the view that",cohesion/argument,"Writers can use ""From a long-term perspective, this lends support to the view that"" to connect ideas about funding public transport."
